,,,,,,,,,,,,,,,,,,,,,,
,"Below target quantity",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"Froedtert Memorial Lutheran Hospital",,,,,,,,,,,,,,,,,,,,4/12/2016,,
,,,,,,,,,,,,,,,,,,,,"Page 1 of 38",,
,,,,,,,,,"Incomplete Sets",,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,"Pos",,"Tgt.",,"Act.",,,"No.",,,"Item No.",,,,,,"Name",,,,"Repair",
,,,,,,,,,,,,,,,,,,,,,,
"BENDO001",,,,,,,,,,,"S/N:",,"003",,,,"LAPSC AESOP COLLAR HOLDER 3",,,,,
,3,,2,,1,,,-1,,,"2550185",,,,,,"Inserts Aesop",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN001",,,,,,,,,,,"S/N:",,"003",,,,"BOWEL SPECIALS GENERAL 3",,,,,
,2,,2,,1,,,-1,,,"SU6100",,,,,,"Glassman Gastrointestin Clamp 9-1/4 Str",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN007",,,,,,,,,,,"S/N:",,"002",,,,"MAJOR BASIC PAN 1 2",,,,,
,39,,2,,0,,,-2,,,"354906",,,,,,"Needle Holder Debakey  11-3/4""",,,,,
,54,,1,,0,,,-1,,,"XG006R",,,,,,"Forceps Russian Tissue 10""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"004",,,,"MAJOR BASIC PAN 1 4",,,,,
,30,,1,,0,,,-1,,,"BC558R",,,,,,"Mayo Dissect Scissors Tc 9"" Str Blvd Bld",,,,,
,41,,4,,3,,,-1,,,"BH473R",,,,,,"Clamp Kelly 10'",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"005",,,,"MAJOR BASIC PAN 1 5",,,,,
,30,,1,,0,,,-1,,,"BC558R",,,,,,"Mayo Dissect Scissors Tc 9"" Str Blvd Bld",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"009",,,,"MAJOR BASIC PAN 1 9",,,,,
,32,,1,,0,,,-1,,,"BC281R",,,,,,"Nelson Metz Scissors Tc 11"" Cvd Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"012",,,,"MAJOR BASIC PAN 1 12",,,,,
,32,,1,,0,,,-1,,,"BC281R",,,,,,"Nelson Metz Scissors Tc 11"" Cvd Del",,,,,
,36,,2,,0,,,-2,,,"BM036R",,,,,,"Needle Holder Debakey  9""",,,,,
,41,,4,,2,,,-2,,,"BH473R",,,,,,"Clamp Kelly 10'",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"017",,,,"MAJOR BASIC PAN 1 17",,,,,
,32,,1,,0,,,-1,,,"BC281R",,,,,,"Nelson Metz Scissors Tc 11"" Cvd Del",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"023",,,,"MAJOR BASIC PAN 1 23",,,,,
,54,,1,,0,,,-1,,,"XG006R",,,,,,"Forceps Russian Tissue 10""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN008",,,,,,,,,,,"S/N:",,"007",,,,"MAJOR BASIC PAN 2 7",,,,,
,12,,1,,0,,,-1,,,"48-1825",,,,,,"Retractor Deaver Long 1-1/2""",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"BGEN009",,,,,,,,,,,"S/N:",,"004",,,,"MINOR BASIC 4",,,,,
,5,,2,,1,,,-1,,,"BF463R",,,,,,"Clamp Towel Clip 5-1/8"" Non Perf",,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,"S/N:",,"013",,,,"MINOR BASIC 13",,,,,
,27,,2,,0,,,-2,,,"FB402R",,,,,,"Forceps Debakey 8"" 2mm",,,,,
,30,,2,,0,,,-2,,,"OL602R",,,,,,"Kleinert Kutz Skin Hook 6-3/8"" 4.2mm #2",,,,,
